ExperimentName	Subject	Session	Clock.Information	DataFile.Basename	Display.RefreshRate	ExperimentVersion	GoodBye.ACC	GoodBye.CRESP	GoodBye.DurationError	GoodBye.OnsetDelay	GoodBye.OnsetTime	GoodBye.OnsetToOnsetTime	GoodBye.RESP	GoodBye.RT	GoodBye.RTTime	Group	Instructions.ACC	Instructions.CRESP	Instructions.DurationError	Instructions.OnsetDelay	Instructions.OnsetTime	Instructions.OnsetToOnsetTime	Instructions.RESP	Instructions.RT	RandomSeed	RuntimeCapabilities	RuntimeVersion	RuntimeVersionExpected	SessionDate	SessionStartDateTimeUtc	SessionTime	StudioVersion	Trigger.DurationError	Trigger.OffsetTime	Trigger.OnsetDelay	Trigger.OnsetTime	Trigger.OnsetToOnsetTime	Block	BlockList	BlockList.Cycle	BlockList.Sample	PracticeMode	Procedure[Block]	Running[Block]	Trial	ConditionNumber	CorrectAnswer	CuePositionY	CuePositionY2	DurationOfFixation	DurationOfTarget	FlankerType	IntervalBetweenCueAndTarget	PracSlideFixationEnd.DurationError	PracSlideFixationEnd.OnsetDelay	PracSlideFixationEnd.OnsetTime	PracSlideFixationEnd.OnsetToOnsetTime	PracSlideFixationStart.DurationError	PracSlideFixationStart.OnsetDelay	PracSlideFixationStart.OnsetTime	PracSlideFixationStart.OnsetToOnsetTime	PracSlideTarget.ACC	PracSlideTarget.CRESP	PracSlideTarget.DurationError	PracSlideTarget.OnsetDelay	PracSlideTarget.OnsetTime	PracSlideTarget.OnsetToOnsetTime	PracSlideTarget.RESP	PracSlideTarget.RT	PracSlideTarget.RTTime	PracSlideTarget.Tag	Procedure[Trial]	Running[Trial]	sound	TargetDirection	TargetFilePath	TargetImage	TargetPosition	TargetType	TrialList	TrialList.Cycle	TrialList.Sample	TrialNumber	WarningType
ANT_fMRI_Run1	1	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2017-05-20T05:19:03Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3312675</Frequency><Timestamp dt:dt="r8">54156963611</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2017-05-20T05:19:03Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	ANT_fMRI_Run1-1-1	60.003	1.0.0.84	0		-999999	6	366317	0	{ENTER}	6118	372435	1	0		-999999	87	3583	0	1	1435	-1676938189	Professional	2.0.10.356	2.0.10.356	05-20-2017	2017/5/20 5:19:04	13:19:04	2.0.10.252	-999999	12082	49	5067	0	1	1	1	1	?	BlockProc	BlockList	11	6	2	-140	-140	472	1000	neutral	450	-43	43	59348	0	-6	6	56182	1100	1	2	-999999	1	57881	0	2	424	58305		PracTrialProc	TrialList	?	right	stimuli\	ooroo	600	down	12	1	11	12	no
ANT_fMRI_Run1	1	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2017-05-20T05:19:03Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3312675</Frequency><Timestamp dt:dt="r8">54156963611</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2017-05-20T05:19:03Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	ANT_fMRI_Run1-1-1	60.003	1.0.0.84	0		-999999	6	366317	0	{ENTER}	6118	372435	1	0		-999999	87	3583	0	1	1435	-1676938189	Professional	2.0.10.356	2.0.10.356	05-20-2017	2017/5/20 5:19:04	13:19:04	2.0.10.252	-999999	12082	49	5067	0	1	1	1	1	?	BlockProc	BlockList	12	19	1	480	-140	497	1000	congruent	450	-42	42	62931	0	-4	4	59781	1184	1	1	-999999	9	61565	0	1	324	61889		PracTrialProc	TrialList	?	left	stimuli\	lllll	480	up	37	1	12	37	up
ANT_fMRI_Run1	1	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2017-05-20T05:19:03Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3312675</Frequency><Timestamp dt:dt="r8">54156963611</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2017-05-20T05:19:03Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	ANT_fMRI_Run1-1-1	60.003	1.0.0.84	0		-999999	6	366317	0	{ENTER}	6118	372435	1	0		-999999	87	3583	0	1	1435	-1676938189	Professional	2.0.10.356	2.0.10.356	05-20-2017	2017/5/20 5:19:04	13:19:04	2.0.10.252	-999999	12082	49	5067	0	1	1	1	1	?	BlockProc	BlockList	13	19	2	480	-140	1193	1000	congruent	450	-31	31	65831	0	-12	12	63398	433	1	2	-999999	8	64431	0	2	370	64801		PracTrialProc	TrialList	?	right	stimuli\	rrrrr	480	up	38	1	13	38	up
ANT_fMRI_Run1	1	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2017-05-20T05:19:03Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3312675</Frequency><Timestamp dt:dt="r8">54156963611</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2017-05-20T05:19:03Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	ANT_fMRI_Run1-1-1	60.003	1.0.0.84	0		-999999	6	366317	0	{ENTER}	6118	372435	1	0		-999999	87	3583	0	1	1435	-1676938189	Professional	2.0.10.356	2.0.10.356	05-20-2017	2017/5/20 5:19:04	13:19:04	2.0.10.252	-999999	12082	49	5067	0	1	1	1	1	?	BlockProc	BlockList	14	15	2	480	600	566	1000	neutral	450	-41	41	70081	0	-5	5	66998	1066	1	2	-999999	14	68664	0	2	377	69041		PracTrialProc	TrialList	?	right	stimuli\	ooroo	480	up	30	1	14	30	double
ANT_fMRI_Run1	1	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2017-05-20T05:19:03Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3312675</Frequency><Timestamp dt:dt="r8">54156963611</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2017-05-20T05:19:03Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	ANT_fMRI_Run1-1-1	60.003	1.0.0.84	0		-999999	6	366317	0	{ENTER}	6118	372435	1	0		-999999	87	3583	0	1	1435	-1676938189	Professional	2.0.10.356	2.0.10.356	05-20-2017	2017/5/20 5:19:04	13:19:04	2.0.10.252	-999999	12082	49	5067	0	1	1	1	1	?	BlockProc	BlockList	15	24	2	600	-140	593	1000	neutral	450	-40	40	73664	0	-8	8	70614	1017	1	2	-999999	12	72231	0	2	394	72625		PracTrialProc	TrialList	?	right	stimuli\	ooroo	600	down	48	1	15	48	down
ANT_fMRI_Run1	1	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2017-05-20T05:19:03Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3312675</Frequency><Timestamp dt:dt="r8">54156963611</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2017-05-20T05:19:03Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	ANT_fMRI_Run1-1-1	60.003	1.0.0.84	0		-999999	6	366317	0	{ENTER}	6118	372435	1	0		-999999	87	3583	0	1	1435	-1676938189	Professional	2.0.10.356	2.0.10.356	05-20-2017	2017/5/20 5:19:04	13:19:04	2.0.10.252	-999999	12082	49	5067	0	1	1	1	1	?	BlockProc	BlockList	16	12	1	540	-140	1163	1000	neutral	450	-33	33	76697	0	-14	14	74231	433	1	1	-999999	11	75264	0	1	401	75665		PracTrialProc	TrialList	?	left	stimuli\	ooloo	600	down	23	1	16	23	center
ANT_fMRI_Run1	1	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2017-05-20T05:19:03Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3312675</Frequency><Timestamp dt:dt="r8">54156963611</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2017-05-20T05:19:03Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	ANT_fMRI_Run1-1-1	60.003	1.0.0.84	0		-999999	6	366317	0	{ENTER}	6118	372435	1	0		-999999	87	3583	0	1	1435	-1676938189	Professional	2.0.10.356	2.0.10.356	05-20-2017	2017/5/20 5:19:04	13:19:04	2.0.10.252	-999999	12082	49	5067	0	1	1	1	1	?	BlockProc	BlockList	17	11	2	540	-140	659	1000	incongruent	450	-29	29	80797	0	-4	4	77831	866	1	2	-999999	1	79297	0	2	472	79769		PracTrialProc	TrialList	?	right	stimuli\	llrll	600	down	22	1	17	22	center
ANT_fMRI_Run1	1	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2017-05-20T05:19:03Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3312675</Frequency><Timestamp dt:dt="r8">54156963611</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2017-05-20T05:19:03Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	ANT_fMRI_Run1-1-1	60.003	1.0.0.84	0		-999999	6	366317	0	{ENTER}	6118	372435	1	0		-999999	87	3583	0	1	1435	-1676938189	Professional	2.0.10.356	2.0.10.356	05-20-2017	2017/5/20 5:19:04	13:19:04	2.0.10.252	-999999	12082	49	5067	0	1	1	1	1	?	BlockProc	BlockList	18	14	2	480	600	883	1000	incongruent	450	-36	36	84180	0	-3	3	81430	650	1	2	-999999	1	82680	0	2	465	83145		PracTrialProc	TrialList	?	right	stimuli\	llrll	480	up	28	1	18	28	double
ANT_fMRI_Run1	1	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2017-05-20T05:19:03Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3312675</Frequency><Timestamp dt:dt="r8">54156963611</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2017-05-20T05:19:03Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	ANT_fMRI_Run1-1-1	60.003	1.0.0.84	0		-999999	6	366317	0	{ENTER}	6118	372435	1	0		-999999	87	3583	0	1	1435	-1676938189	Professional	2.0.10.356	2.0.10.356	05-20-2017	2017/5/20 5:19:04	13:19:04	2.0.10.252	-999999	12082	49	5067	0	1	1	1	1	?	BlockProc	BlockList	19	11	1	540	-140	281	1000	incongruent	450	-37	37	88397	0	-3	3	85030	1317	1	1	-999999	15	86947	0	1	414	87361		PracTrialProc	TrialList	?	left	stimuli\	rrlrr	600	down	21	1	19	21	center
ANT_fMRI_Run1	1	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2017-05-20T05:19:03Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3312675</Frequency><Timestamp dt:dt="r8">54156963611</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2017-05-20T05:19:03Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	ANT_fMRI_Run1-1-1	60.003	1.0.0.84	0		-999999	6	366317	0	{ENTER}	6118	372435	1	0		-999999	87	3583	0	1	1435	-1676938189	Professional	2.0.10.356	2.0.10.356	05-20-2017	2017/5/20 5:19:04	13:19:04	2.0.10.252	-999999	12082	49	5067	0	1	1	1	1	?	BlockProc	BlockList	20	5	2	-140	-140	215	1000	incongruent	450	-40	40	92080	0	-6	6	88647	1283	1	2	-999999	15	90530	0	2	511	91041		PracTrialProc	TrialList	?	right	stimuli\	llrll	600	down	10	1	20	10	no
ANT_fMRI_Run1	1	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2017-05-20T05:19:03Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3312675</Frequency><Timestamp dt:dt="r8">54156963611</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2017-05-20T05:19:03Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	ANT_fMRI_Run1-1-1	60.003	1.0.0.84	0		-999999	6	366317	0	{ENTER}	6118	372435	1	0		-999999	87	3583	0	1	1435	-1676938189	Professional	2.0.10.356	2.0.10.356	05-20-2017	2017/5/20 5:19:04	13:19:04	2.0.10.252	-999999	12082	49	5067	0	1	1	1	1	?	BlockProc	BlockList	21	2	1	-140	-140	475	1000	incongruent	450	-29	29	95413	0	-8	8	92263	1084	1	1	-999999	5	93946	0	1	439	94385		PracTrialProc	TrialList	?	left	stimuli\	rrlrr	480	up	3	1	21	3	no
